Movie,Rating,Genre,Genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Right Stuff,7.9,Drama,Sentimental,Sincere,Captivating,Exciting,heroic_mission,space_travel,Tough_Heroes,Danger,Heroes,Space_and_aliens,anti_heroes,underdog,follow_your_dream,race_against_time,couple_relations,against_the_odds,Ambition,Couples,ADVENTURE,DRAMA,HISTORICAL,20th_century,40s,50s,60s,Military_base,Outer_space,award_winner,critically_acclaimed,masterpiece,oscar_winner,Prestigious_Awards,All_star_cast,Epic,Voice_over,based_on_book,Serious,Realistic,Oldies,Orchestral,Special_effects,Profanity,,,,,,,,
Matewan,7.9,Drama,Captivating,Thought_Provoking,Bleak,Tense,Contemplative,Disturbing,Sincere,Touching,working_class,Injustice,fighting_the_system,americana,Rebellion,Rivalry,Society,Life_is_a_bitch,underdog,human_nature,workplace_intrigue,Righting_the_Wronged,Dishonesty,Hopes,Power_relations,Workplace,DRAMA,independent,PERIOD,HISTORICAL,20s,20th_century,USA,West_Virginia,Small_town,award_winner,critically_acclaimed,Voice_over,Talky,Epic,based_on_true_story,Serious,Realistic,Slow,,,,,,,,
The Plague Dogs,7.9,Drama,Stylized,Disturbing,Suspenseful,fugitives,chase,race_against_time,experiment_gone_awry,plague,Chases_and_races,Danger,Escapades,dangerous_animal,pets,animal_life,Deadly,Disorder,ADVENTURE,DRAMA,ANIMATION,80s,England,Europe,Laboratory,based_on_book,Serious,Realistic,,,,,,,,,,,,,,,,,,,,,,,,
Millers Crossing,7.9,Drama,Atmospheric,Clever,Rough,Stylized,Suspenseful,Witty,Tense,Cynical,criminal's_revenge,gangsters,betrayal,criminal_heroes,Crimes,Dishonesty,assassination,vengeance,love_triangle,cons_and_scams,Deadly,Love_and_romance,Rivalry,CRIME,THRILLER,PERIOD,20s,20th_century,USA,award_winner,critically_acclaimed,Neo_noir,based_on_book,Serious,Realistic,Profanity,Strong_Violent_Content,Violent_Content,,,,,,,,,,,,,,
Mishima A Life in Four Chapters,7.9,Drama,Stylized,Contemplative,Atmospheric,Offbeat,writer's_life,Friends,Deadly,Way_of_Life,Love_and_romance,Society,gays_and_lesbians,hostages,tragic_hero,obsession,rebelliousness,couple_relations,friendship,love_affair,political_unrest,Artists_and_showbiz,Gender,Life_is_a_bitch,Rebellion,State_affairs,DRAMA,biography,PERIOD,20th_century,60s,Japan,critically_acclaimed,surreal,based_on_true_story,Serious,Realistic,Slow,,,,,,,,,,,,,,
Do The Right Thing,7.9,Comedy,Atmospheric,Clever,Thought_Provoking,Contemplative,Humorous,Offbeat,Stylized,Sincere,Biting,interracial_relations,Society,Social_relations,americana,buddies,culture_clash,family_business,racism,urban_ghetto_life,Life_is_a_bitch,Workplace,Friends,Mind_and_soul,Misfit,Family_relations,DRAMA,independent,COMEDY,20th_century,80s,New_York,USA,Urban_Ghetto,award_winner,critically_acclaimed,Essential,controversial,groundbreaking,Irreverent_humor,Ensemble_cast,Talky,Semi_Serious,Realistic,Slow,Hip_hop,Profanity,Sexual_Content,Violent_Content,,,
Parting Glances,7.9,Drama,Gloomy,Bittersweet,Touching,Clever,Humorous,Sentimental,Sincere,gays_and_lesbians,couple_relations,Gender,Friends,Love_and_romance,Mind_and_soul,Couples,fall_in_love,human_nature,friendship,DRAMA,independent,20th_century,80s,New_York,Urban,USA,Semi_Serious,Realistic,Pop,classical,,,,,,,,,,,,,,,,,,,,,,
Go Tell it on the mountain,7.9,Drama,Captivating,Emotional,Gloomy,Touching,racism,americana,family_life,Hopes,Society,Family_problems,Family_relations,starting_over,parents_and_children,family_in_crisis,DRAMA,30s,40s,50s,Harlem,USA,Mountains,New_York,Countryside,critically_acclaimed,Epic,based_on_book,Serious,Realistic,,,,,,,,,,,,,,,,,,,,,,
The Flight of Dragons,7.9,Action,Humorous,Exciting,Stylized,master_villain,superhero,supernatural_ability,rescue,save_the_world,friendship,curses_spells_and_rituals,heroic_mission,imaginary_kingdom,parallel_world,good_versus_evil,Danger,Escapades,Heroes,Imaginary,Rivalry,Supernatural,siblings_relations,time_travel,Wizards_and_Magicians,fish_out_of_water,ADVENTURE,ANIMATION,FANTASY,FAMILY,Boston,USA,Epic,based_on_book,Semi_Serious,Fantastic,,,,,,,,,,,,,,,,
Ferris Bueller's day off,7.9,Comedy,Feel_Good,Humorous,Cynical,Clever,Offbeat,Witty,high_school_life,teenage_life,when_the_parents_are_away,coming_of_age,Youth,Friends,buddies,friendship,Way_of_Life,Family_relations,Power_relations,Social_relations,COMEDY,20th_century,80s,Chicago,Urban,Illinois,USA,blockbuster,critically_acclaimed,cult,Essential,Modern_classic,Irreverent_humor,Silly_Humor,Voice_over,Hollywood_Tone,Semi_Serious,Realistic,,,,,,,,,,,,,,
Down By Law,7.9,Comedy,Atmospheric,Humorous,Offbeat,Stylized,Witty,Bittersweet,Sincere,social_misfits,on_the_run,Chases_and_races,Life_is_a_bitch,Friends,Crimes,Dishonesty,Love_and_romance,Misfit,Partners,Society,fish_out_of_water,unlikely_criminals,breakout,friendship,down_on_your_luck,prison_life,wrongfully_committed,COMEDY,independent,DRAMA,20th_century,80s,Louisiana,New_Orleans,USA,Prison,award_winner,critically_acclaimed,groundbreaking,Irreverent_humor,On_the_Road,surreal,Semi_Serious,Realistic,Slow,Jazz,B&W,Profanity,,,,
Ordinary People,7.9,Drama,Emotional,Gloomy,Captivating,Tense,Sincere,crumbling_marriage,dealing_with_death,couple_relations,death_in_the_family,dysfunctional_family,family_in_crisis,suburban_life,teenage_life,Way_of_Life,Mind_and_soul,Couples,Family_problems,coming_of_age,Unfulfillment,Youth,DRAMA,20th_century,70s,USA,Suburbs,award_winner,critically_acclaimed,oscar_winner,Modern_classic,Prestigious_Awards,Melodrama,based_on_book,Serious,Realistic,Profanity,,,,,,,,,,,,,,,
E T The Extra Terrestrial,7.9,Action,Emotional,Feel_Good,Sentimental,Touching,Humorous,Exciting,Captivating,fish_out_of_water,benign_alien,young_heroes,race_against_time,rescue,friendship,alien_encounter,Space_and_aliens,Friends,Danger,Misfit,Youth,Disorder,getting_home,Chases_and_races,Heroes,Hopes,Family_relations,ADVENTURE,FANTASY,FAMILY,SCI-FI,20th_century,80s,California,USA,Suburbs,award_winner,blockbuster,critically_acclaimed,Essential,Modern_classic,Golden_globe_winner,Prestigious_Awards,Original,oscar_winner,Hollywood_Tone,Semi_Serious,Fantastic,Orchestral,,,
Predator,7.9,Thriller,Rough,Suspenseful,Scary,Bleak,Stylized,deadly_creature,Evil_Alien,survival,alien_encounter,Tough_Heroes,Danger,Deadly,Escapades,Heroes,Space_and_aliens,Supernatural,soldier,ACTION,HORROR,SCI-FI,20th_century,80s,Jungle,award_winner,critically_acclaimed,gory,Serious,Fantastic,Special_effects,Profanity,Strong_Violent_Content,,,,,,,,,,,,,,,,,,,
Evil Dead 2 Dead by Dawn,7.9,Comedy,Suspenseful,Scary,Humorous,zombie,rescue,curses_spells_and_rituals,Danger,Love_and_romance,Couples,slasher,couple_relations,friendship,Friends,COMEDY,HORROR,independent,critically_acclaimed,gory,surreal,Semi_Serious,Fantastic,Mild_Violent_Content,Violent_Content,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Burning,7.8,Thriller,Suspenseful,Captivating,Tense,Atmospheric,Clever,Rough,Disturbing,uncover_truth,interracial_relations,murder,racism,Injustice,Police_Investigation,Crimes,Dishonesty,Society,Life_is_a_bitch,special_agents,discrimination,Deadly,Law_enforcement,Partners,DRAMA,PERIOD,THRILLER,20th_century,60s,Mississippi,USA,Small_town,award_winner,critically_acclaimed,Berlin_festival_winner,Prestigious_Awards,oscar_winner,Talky,based_on_true_story,Serious,Realistic,Slow,Profanity,Violent_Content,,,,,,,,
